speed_t,termios.h,P90
tcdrain,termios.h,P90
tcflag_t,termios.h,P90
tcflow,termios.h,P90
tcflush,termios.h,P90
tcgetattr,termios.h,P90
tcgetsid,termios.h,P2001
tcsendbreak,termios.h,P90
tcsetattr,termios.h,P90
termios,termios.h,P90
clock_getcpuclockid,time.h,P2001
clock_getres,time.h,P2001
clock_gettime,time.h,P2001
clock_nanosleep,time.h,P2001
clock_settime,time.h,P2001
daylight,time.h,P2001
getdate,time.h,P2001
localtime_r,time.h,P2001
nanosleep,time.h,P2001
strptime,time.h,P2001
timer_create,time.h,P2001
timer_delete,time.h,P2001
timer_getoverrun,time.h,P2001
timezone,time.h,P2001
tzname,time.h,P2001
tzset,time.h,P90
posix_trace_attr_destroy,trace.h,P2001
posix_trace_attr_getclockres,trace.h,P2001
posix_trace_attr_getcreatetime,trace.h,P2001
posix_trace_attr_getgenversion,trace.h,P2001
posix_trace_attr_getinherited,trace.h,P2001
posix_trace_attr_getlogfullpolicy,trace.h,P2001
posix_trace_attr_getlogsize,trace.h,P2001
posix_trace_attr_getmaxdatasize,trace.h,P2001
posix_trace_attr_getname,trace.h,P2001
posix_trace_attr_getstreamsize,trace.h,P2001
posix_trace_attr_init,trace.h,P2001
posix_trace_attr_setinherited,trace.h,P2001
posix_trace_attr_setlogfullpolicy,trace.h,P2001
posix_trace_attr_setlogsize,trace.h,P2001
posix_trace_attr_setmaxdatasize,trace.h,P2001
posix_trace_attr_setname,trace.h,P2001
posix_trace_attr_setstreamsize,trace.h,P2001
posix_trace_clear,trace.h,P2001
posix_trace_close,trace.h,P2001
posix_trace_create,trace.h,P2001
posix_trace_event,trace.h,P2001
posix_trace_eventid_equal,trace.h,P2001
posix_trace_eventid_get_name,trace.h,P2001
posix_trace_eventid_openl,trace.h,P2001
posix_trace_eventset_addl,trace.h,P2001
posix_trace_flush,trace.h,P2001
posix_trace_get_attr,trace.h,P2001
posix_trace_get_filter,trace.h,P2001
posix_trace_get_getnext_event,trace.h,P2001
posix_trace_get_status,trace.h,P2001
